cowcode,iso3166,country_ID,country_name,abbr_country,year,n_instdepth,n_policyautonomy,n_fiscalautonomy,n_borrowautonomy,n_representation,n_lawmaking,n_execcontrol,n_fiscalcontrol,n_borrowcontrol,n_constitutional,n_selfrule,n_sharedrule,n_RAI,COMPONENTS,n_representation,n_assembly,n_executive,n_lawmaking,n_L1lawmaking,n_L2lawmaking,n_L3lawmaking,n_L4lawmaking,n_L5lawmaking,n_L6lawmaking
344,191,8,Croatia,HRV,2015,2.00,2.00,0.55,1.00,4.00,0.00,0.00,0.00,0.00,0.00,9.55,0.00,9.55,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
344,191,8,Croatia,HRV,2016,2.00,2.00,0.55,1.00,4.00,0.00,0.00,0.00,0.00,0.00,9.55,0.00,9.55,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
344,191,8,Croatia,HRV,2017,2.00,2.00,0.55,1.00,4.00,0.00,0.00,0.00,0.00,0.00,9.55,0.00,9.55,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
344,191,8,Croatia,HRV,2018,2.00,2.00,0.55,1.00,4.00,0.00,0.00,0.00,0.00,0.00,9.55,0.00,9.55,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1960,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1961,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1962,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1963,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1964,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1965,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1966,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1967,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1968,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1969,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1970,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1971,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1972,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1973,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1974,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1975,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1976,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1977,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1978,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1979,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1980,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1981,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1982,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1983,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1984,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1985,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1986,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1987,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1988,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1989,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1990,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1991,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1992,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1993,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1994,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1995,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1996,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1997,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1998,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,1999,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,2000,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,2001,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,2002,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,2003,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,2004,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,2005,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,2006,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,2007,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,2008,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,2009,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,2010,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,2011,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,2012,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,2013,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,2014,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,2015,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,2016,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,2017,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
352,196,9,Cyprus,CYP,2018,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,1993,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,1994,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,1995,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,1996,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,1997,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,1998,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,1999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,2000,2.64,1.12,0.12,1.00,4.00,0.00,0.00,0.00,0.00,0.00,8.88,0.00,8.88,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,2001,2.64,1.12,0.12,1.00,4.00,0.00,0.00,0.00,0.00,0.00,8.88,0.00,8.88,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,2002,2.64,1.12,0.12,1.00,4.00,0.00,0.00,0.00,0.00,0.00,8.88,0.00,8.88,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,2003,2.64,2.00,0.12,1.00,4.00,0.00,0.00,0.00,0.00,0.00,9.76,0.00,9.76,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,2004,2.64,2.00,0.12,1.00,4.00,0.00,0.00,0.00,0.00,0.00,9.76,0.00,9.76,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,2005,2.64,2.00,0.12,1.00,4.00,0.00,0.00,0.00,0.00,0.00,9.76,0.00,9.76,,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,2006,2.64,2.64,0.12,1.00,5.92,0.00,0.00,0.00,0.00,0.00,12.32,0.00,12.32,,5.92,2.64,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,2007,2.64,2.64,0.12,1.00,5.92,0.00,0.00,0.00,0.00,0.00,12.32,0.00,12.32,,5.92,2.64,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,2008,2.64,2.64,0.12,1.00,5.92,0.00,0.00,0.00,0.00,0.00,12.32,0.00,12.32,,5.92,2.64,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,2009,2.64,2.64,0.12,1.00,5.92,0.00,0.00,0.00,0.00,0.00,12.32,0.00,12.32,,5.92,2.64,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,2010,2.64,2.64,0.12,1.00,5.92,0.00,0.00,0.00,0.00,0.00,12.32,0.00,12.32,,5.92,2.64,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,2011,2.64,2.64,0.12,1.00,5.92,0.00,0.00,0.00,0.00,0.00,12.32,0.00,12.32,,5.92,2.64,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,2012,2.64,2.64,0.12,1.00,5.92,0.00,0.00,0.00,0.00,0.00,12.32,0.00,12.32,,5.92,2.64,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,2013,2.64,2.64,0.12,1.00,5.92,0.00,0.00,0.00,0.00,0.00,12.32,0.00,12.32,,5.92,2.64,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,2014,2.64,2.64,0.12,1.00,5.92,0.00,0.00,0.00,0.00,0.00,12.32,0.00,12.32,,5.92,2.64,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,2015,2.64,2.64,0.12,1.00,5.92,0.00,0.00,0.00,0.00,0.00,12.32,0.00,12.32,,5.92,2.64,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,2016,2.64,2.64,0.12,1.00,5.92,0.00,0.00,0.00,0.00,0.00,12.32,0.00,12.32,,5.92,2.64,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,2017,2.64,2.64,0.12,1.00,5.92,0.00,0.00,0.00,0.00,0.00,12.32,0.00,12.32,,5.92,2.64,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
316,203,10,Czech Republic,CZE,2018,2.64,2.64,0.12,1.00,5.92,0.00,0.00,0.00,0.00,0.00,12.32,0.00,12.32,,5.92,2.64,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1950,2.00,1.22,0.68,1.01,2.42,0.01,0.01,0.02,0.00,0.04,7.33,0.07,7.40,,2.42,1.98,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1951,2.00,1.22,0.68,1.01,2.42,0.01,0.01,0.02,0.00,0.04,7.33,0.07,7.40,,2.42,1.98,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1952,2.00,1.22,0.68,1.01,2.42,0.01,0.01,0.02,0.00,0.04,7.33,0.07,7.40,,2.42,1.98,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1953,2.01,1.23,0.68,1.02,2.45,0.01,0.01,0.02,0.00,0.04,7.38,0.07,7.45,,2.45,2.00,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1954,2.01,1.23,0.68,1.02,2.45,0.01,0.01,0.02,0.00,0.04,7.38,0.07,7.45,,2.45,2.00,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1955,2.01,1.23,0.68,1.02,2.45,0.01,0.01,0.02,0.00,0.04,7.38,0.07,7.45,,2.45,2.00,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1956,2.01,1.23,0.68,1.02,2.45,0.01,0.01,0.02,0.00,0.04,7.38,0.07,7.45,,2.45,2.00,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1957,2.01,1.23,0.68,1.02,2.45,0.01,0.01,0.02,0.00,0.04,7.38,0.07,7.45,,2.45,2.00,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1958,2.01,1.23,0.68,1.02,2.45,0.01,0.01,0.02,0.00,0.04,7.38,0.07,7.45,,2.45,2.00,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1959,2.01,1.23,0.68,1.02,2.45,0.01,0.01,0.02,0.00,0.04,7.38,0.07,7.45,,2.45,2.00,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1960,2.01,1.23,0.68,1.02,2.45,0.01,0.01,0.02,0.00,0.04,7.38,0.07,7.45,,2.45,2.00,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1961,2.01,1.23,0.68,1.02,2.45,0.01,0.01,0.02,0.00,0.04,7.38,0.07,7.45,,2.45,2.00,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1962,2.01,1.23,0.68,1.02,2.45,0.01,0.01,0.02,0.00,0.04,7.38,0.07,7.45,,2.45,2.00,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1963,2.01,1.23,0.68,1.02,2.45,0.01,0.01,0.02,0.00,0.04,7.38,0.07,7.45,,2.45,2.00,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1964,2.01,1.23,0.68,1.02,2.45,0.01,0.01,0.02,0.00,0.04,7.38,0.07,7.45,,2.45,2.00,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1965,2.01,1.23,0.68,1.02,2.45,0.01,0.01,0.02,0.00,0.04,7.38,0.07,7.45,,2.45,2.00,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1966,2.01,1.23,0.68,1.02,2.45,0.01,0.01,0.02,0.00,0.04,7.38,0.07,7.45,,2.45,2.00,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1967,2.01,1.23,0.68,1.02,2.45,0.01,0.01,0.02,0.00,0.04,7.38,0.07,7.45,,2.45,2.00,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1968,2.01,1.23,0.68,1.02,2.45,0.01,0.01,0.02,0.00,0.04,7.38,0.07,7.45,,2.45,2.00,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1969,2.01,1.23,0.68,1.02,2.45,0.01,0.01,0.02,0.00,0.04,7.38,0.07,7.45,,2.45,2.00,0.45,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1970,2.64,2.32,0.68,1.02,4.94,0.01,0.01,0.02,0.00,0.04,11.60,0.07,11.67,,4.94,2.31,2.63,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1971,2.64,2.32,0.68,1.02,4.94,0.01,0.01,0.02,0.00,0.04,11.60,0.07,11.67,,4.94,2.31,2.63,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1972,2.64,2.32,0.68,1.02,4.94,0.01,0.01,0.02,0.00,0.04,11.60,0.07,11.67,,4.94,2.31,2.63,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1973,2.64,2.32,3.01,1.02,4.94,0.01,0.01,0.02,0.00,0.04,13.93,0.07,14.00,,4.94,2.31,2.63,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1974,2.64,2.32,3.01,1.02,4.94,0.01,0.01,0.02,0.00,0.04,13.93,0.07,14.00,,4.94,2.31,2.63,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1975,2.64,2.32,3.01,1.02,4.94,0.01,0.01,0.02,0.00,0.04,13.93,0.07,14.00,,4.94,2.31,2.63,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1976,2.64,2.32,3.01,1.02,4.94,0.01,0.01,0.02,0.00,0.04,13.93,0.07,14.00,,4.94,2.31,2.63,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1977,2.64,2.32,3.01,1.02,4.94,0.01,0.01,0.02,0.00,0.04,13.93,0.07,14.00,,4.94,2.31,2.63,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1978,2.64,2.32,3.01,1.02,4.94,0.01,0.01,0.02,0.00,0.04,13.93,0.07,14.00,,4.94,2.31,2.63,0.01,0.00,0.00,0.00,0.00,0.00,0.00
390,208,11,Denmark,DNK,1979,2.65,2.33,3.02,1.04,4.94,0.02,0.02,0.04,0.00,0.08,13.98,0.15,14.14,,4.94,2.31,2.63,0.02,0.01,0.00,0.00,0.00,0.01,0.00
390,208,11,Denmark,DNK,1980,2.65,2.33,3.02,1.04,4.94,0.02,0.02,0.04,0.00,0.08,13.98,0.15,14.14,,4.94,2.31,2.63,0.02,0.01,0.00,0.00,0.00,0.01,0.00
390,208,11,Denmark,DNK,1981,2.65,2.33,3.02,1.04,4.94,0.02,0.02,0.04,0.00,0.08,13.98,0.15,14.14,,4.94,2.31,2.63,0.02,0.01,0.00,0.00,0.00,0.01,0.00
390,208,11,Denmark,DNK,1982,2.65,2.33,3.02,1.04,4.94,0.02,0.02,0.04,0.00,0.08,13.98,0.15,14.14,,4.94,2.31,2.63,0.02,0.01,0.00,0.00,0.00,0.01,0.00
390,208,11,Denmark,DNK,1983,2.65,2.33,3.02,1.04,4.94,0.02,0.02,0.04,0.00,0.08,13.98,0.15,14.14,,4.94,2.31,2.63,0.02,0.01,0.00,0.00,0.00,0.01,0.00
